0,131000
0,129000
0,132000
0,132000
0,134000
0,129000
0,128000
0,128000
0,129000
0,141000
0,129000
0,129000
0,130000
0,128000
0,132000
0,131000
0,128000
0,129000
0,129000
0,131000
0,134000
0,127000
0,127000
0,130000
0,128000
0,130000
0,129000
0,130000
0,127000
0,131000
p 
0,164000
0,159000
0,159000
0,157000
0,158000
0,159000
0,161000
0,162000
0,161000
0,161000
0,161000
0,161000
0,166000
0,160000
0,163000
0,158000
0,162000
0,160000
0,157000
0,158000
0,158000
0,158000
0,158000
0,157000
0,158000
0,158000
0,159000
0,161000
0,161000
0,161000
r 
0,126000
0,124000
0,126000
0,124000
0,126000
0,123000
0,127000
0,128000
0,124000
0,124000
0,126000
0,124000
0,123000
0,126000
0,131000
0,130000
0,124000
0,126000
0,127000
0,126000
0,123000
0,128000
0,124000
0,124000
0,125000
0,121000
0,123000
0,127000
0,121000
0,125000
